Time,EMG,ECG,GSR
yyyy/mm/dd hh:mm:ss.000,mV,mV,kOhms
37:42.4,-2.969578132,-1.540157383,
37:42.4,-2.969578132,-1.556745357,
37:42.4,-2.963423566,-1.551696843,
37:42.4,-2.963423566,-1.548090762,
37:42.4,-2.957269,-1.550615019,
37:42.4,-2.957269,-1.545205897,
37:42.4,-2.960346283,-1.541239207,
37:42.4,-2.960346283,-1.545205897,
37:42.4,-2.966500849,-1.54268164,
37:42.4,-2.966500849,-1.550975627,
37:42.4,-2.966500849,-1.557827182,
37:42.4,-2.966500849,-1.555663533,
37:42.4,-2.972655416,-1.555663533,
37:42.4,-2.972655416,-1.555663533,
37:42.4,-2.975732699,-1.555663533,
37:42.5,-2.975732699,-1.555663533,
37:42.5,-2.975732699,-1.556024141,
37:42.5,-2.975732699,-1.556384749,
37:42.5,-2.969578132,-1.556384749,
37:42.5,-2.969578132,-1.556384749,
37:42.5,-2.954191717,-1.556384749,
37:42.5,-2.954191717,-1.556384749,
37:42.5,-2.954191717,-1.5542211,
37:42.5,-2.957269,-1.557827182,
37:42.5,-2.957269,-1.557827182,
37:42.5,-2.966500849,-1.557827182,
37:42.5,-2.966500849,-1.557827182,
37:42.5,-2.960346283,-1.556384749,
37:42.5,-2.960346283,-1.558909006,
37:42.5,-2.969578132,-1.558909006,
37:42.5,-2.969578132,-1.55818779,
37:42.5,-2.969578132,-1.55999083,
37:42.5,-2.969578132,-1.558548398,
37:42.5,-2.966500849,-1.559630222,
37:42.5,-2.966500849,-1.557827182,
37:42.5,-2.966500849,-1.557827182,
37:42.5,-2.966500849,-1.566842385,
37:42.5,-2.966500849,-1.558548398,
37:42.5,-2.966500849,-1.564678736,
37:42.5,-2.966500849,-1.559630222,
37:42.5,-2.966500849,-1.559269614,
37:42.5,-2.966500849,-1.559269614,
37:42.5,-2.966500849,-1.559269614,
37:42.5,-2.963423566,-1.559269614,
37:42.5,-2.963423566,-1.547369545,
37:42.5,-2.963423566,-1.555302925,
37:42.5,-2.963423566,-1.553860492,
37:42.5,-2.963423566,-1.548090762,
37:42.5,-2.963423566,-1.548090762,
37:42.5,-2.963423566,-1.549172586,
37:42.5,-2.963423566,-1.553499884,
37:42.5,-2.960346283,-1.555663533,
37:42.5,-2.960346283,-1.555663533,
37:42.5,-2.957269,-1.555663533,
37:42.5,-2.957269,-1.550254411,
37:42.5,-2.954191717,-1.550975627,
37:42.5,-2.954191717,-1.543763464,
37:42.5,-2.960346283,-1.543042248,
37:42.5,-2.960346283,-1.547369545,
37:42.5,-2.966500849,-1.539075558,
37:42.5,-2.966500849,-1.543402856,
37:42.5,-2.966500849,-1.531863395,
37:42.5,-2.966500849,-1.525733057,
37:42.5,-2.966500849,-1.526814881,
37:42.5,-2.957269,-1.523930016,
37:42.5,-2.957269,-1.530420963,
37:42.6,-2.944959868,-1.531142179,
37:42.6,-2.944959868,-1.531142179,
37:42.6,-2.957269,-1.531142179,
37:42.6,-2.957269,-1.526814881,
37:42.6,-2.963423566,-1.525733057,
37:42.6,-2.963423566,-1.529699746,
37:42.6,-2.960346283,-1.529699746,
37:42.6,-2.960346283,-1.534027044,
37:42.6,-2.960346283,-1.532584611,
37:42.6,-2.960346283,-1.532584611,
37:42.6,-2.960346283,-1.532584611,
37:42.6,-2.960346283,-1.532584611,
37:42.6,-2.966500849,-1.532584611,
37:42.6,-2.966500849,-1.531502787,
37:42.6,-2.960346283,-1.526814881,
37:42.6,-2.960346283,-1.527896706,
37:42.6,-2.966500849,-1.526454273,
37:42.6,-2.966500849,-1.528617922,
37:42.6,-2.969578132,-1.528617922,
37:42.6,-2.969578132,-1.527536097,
37:42.6,-2.966500849,-1.530781571,
37:42.6,-2.966500849,-1.526454273,
37:42.6,-2.969578132,-1.517439069,
37:42.6,-2.969578132,-1.51924211,
37:42.6,-2.972655416,-1.524290624,
37:42.6,-2.972655416,-1.521045151,
37:42.6,-2.969578132,-1.523930016,
37:42.6,-2.969578132,-1.523930016,
37:42.6,-2.966500849,-1.523930016,
37:42.6,-2.966500849,-1.520684543,
37:42.6,-2.969578132,-1.520684543,
37:42.6,-2.969578132,-1.520684543,
37:42.6,-2.969578132,-1.520684543,
37:42.6,-2.969578132,-1.520684543,
37:42.6,-2.969578132,-1.527536097,
37:42.6,-2.969578132,-1.527536097,
37:42.6,-2.969578132,-1.527536097,
37:42.6,-2.969578132,-1.527536097,
37:42.6,-2.969578132,-1.527536097,
37:42.6,-2.966500849,-1.527536097,
37:42.6,-2.966500849,-1.524651232,
37:42.6,-2.966500849,-1.524651232,
37:42.6,-2.966500849,-1.524651232,
37:42.6,-2.972655416,-1.524651232,
37:42.6,-2.972655416,-1.526093665,
37:42.6,-2.972655416,-1.528617922,
37:42.6,-2.972655416,-1.527896706,
37:42.6,-2.969578132,-1.528617922,
37:42.6,-2.969578132,-1.529699746,
37:42.6,-2.966500849,-1.53474826,
37:42.6,-2.966500849,-1.534027044,
37:42.7,-2.966500849,-1.534027044,
37:42.7,-2.966500849,-1.534027044,
37:42.7,-2.966500849,-1.534027044,
37:42.7,-2.966500849,-1.525372449,
37:42.7,-2.966500849,-1.528257314,
37:42.7,-2.966500849,-1.528257314,
37:42.7,-2.966500849,-1.528257314,
37:42.7,-2.966500849,-1.528257314,
37:42.7,-2.963423566,-1.528257314,
37:42.7,-2.963423566,-1.5232088,
37:42.7,-2.963423566,-1.5232088,
37:42.7,-2.963423566,-1.5232088,
37:42.7,-2.966500849,-1.5232088,
37:42.7,-2.966500849,-1.5232088,
37:42.7,-2.963423566,-1.514193596,
37:42.7,-2.963423566,-1.521405759,
37:42.7,-2.957269,-1.517439069,
37:42.7,-2.957269,-1.517799678,
37:42.7,-2.954191717,-1.518881502,
37:42.7,-2.954191717,-1.514914812,
37:42.7,-2.960346283,-1.515996637,
37:42.7,-2.960346283,-1.513832988,
37:42.7,-2.966500849,-1.517799678,
37:42.7,-2.966500849,-1.51924211,
37:42.7,-2.966500849,-1.513832988,
37:42.7,-2.966500849,-1.512390555,
37:42.7,-2.966500849,-1.504457176,
37:42.7,-2.966500849,-1.504457176,
37:42.7,-2.966500849,-1.504457176,
37:42.7,-2.963423566,-1.504457176,
37:42.7,-2.963423566,-1.504457176,
37:42.7,-2.966500849,-1.515636029,
37:42.7,-2.966500849,-1.513832988,
37:42.7,-2.957269,-1.513832988,
37:42.7,-2.957269,-1.514554204,
37:42.7,-2.957269,-1.514554204,
37:42.7,-2.957269,-1.515636029,
37:42.7,-2.960346283,-1.520323935,
37:42.7,-2.960346283,-1.520323935,
37:42.7,-2.960346283,-1.519602718,
37:42.7,-2.960346283,-1.519602718,
37:42.7,-2.960346283,-1.527536097,
37:42.7,-2.960346283,-1.519602718,
37:42.7,-2.960346283,-1.514193596,
37:42.7,-2.960346283,-1.513832988,
37:42.7,-2.963423566,-1.51347238,
37:42.7,-2.963423566,-1.517799678,
37:42.7,-2.963423566,-1.513111772,
37:42.7,-2.963423566,-1.513832988,
37:42.7,-2.960346283,-1.514554204,
37:42.7,-2.960346283,-1.519602718,
37:42.7,-2.960346283,-1.515636029,
37:42.8,-2.960346283,-1.51347238,
37:42.8,-2.960346283,-1.513111772,
37:42.8,-2.960346283,-1.519963326,
37:42.8,-2.960346283,-1.509866298,
37:42.8,-2.960346283,-1.509866298,
37:42.8,-2.960346283,-1.518520894,
37:42.8,-2.960346283,-1.521045151,
37:42.8,-2.957269,-1.521045151,
37:42.8,-2.957269,-1.521766367,
37:42.8,-2.960346283,-1.521766367,
37:42.8,-2.960346283,-1.522848192,
37:42.8,-2.960346283,-1.522848192,
37:42.8,-2.960346283,-1.522848192,
37:42.8,-2.960346283,-1.522848192,
37:42.8,-2.963423566,-1.522848192,
37:42.8,-2.963423566,-1.521045151,
37:42.8,-2.957269,-1.518160286,
37:42.8,-2.957269,-1.521045151,
37:42.8,-2.957269,-1.513111772,
37:42.8,-2.957269,-1.517799678,
37:42.8,-2.957269,-1.523930016,
37:42.8,-2.957269,-1.521766367,
37:42.8,-2.960346283,-1.518160286,
37:42.8,-2.960346283,-1.518881502,
37:42.8,-2.960346283,-1.521766367,
37:42.8,-2.960346283,-1.523930016,
37:42.8,-2.954191717,-1.530781571,
37:42.8,-2.954191717,-1.530420963,
37:42.8,-2.954191717,-1.531142179,
37:42.8,-2.954191717,-1.529699746,
37:42.8,-2.957269,-1.531863395,
37:42.8,-2.957269,-1.524290624,
37:42.8,-2.957269,-1.53294522,
37:42.8,-2.957269,-1.529699746,
37:42.8,-2.951114434,-1.527536097,
37:42.8,-2.951114434,-1.524290624,
37:42.8,-2.951114434,-1.526093665,
37:42.8,-2.951114434,-1.524651232,
37:42.8,-2.948037151,-1.521766367,
37:42.8,-2.948037151,-1.518160286,
37:42.8,-2.948037151,-1.524290624,
37:42.8,-2.948037151,-1.526814881,
37:42.8,-2.951114434,-1.526814881,
37:42.8,-2.951114434,-1.526093665,
37:42.8,-2.951114434,-1.524290624,
37:42.8,-2.951114434,-1.517799678,
37:42.8,-2.951114434,-1.525372449,
37:42.8,-2.951114434,-1.526814881,
37:42.8,-2.951114434,-1.532584611,
37:42.8,-2.951114434,-1.528617922,
37:42.8,-2.954191717,-1.532584611,
37:42.9,-2.954191717,-1.532584611,
37:42.9,-2.954191717,-1.527536097,
37:42.9,-2.954191717,-1.536911909,
37:42.9,-2.954191717,-1.534027044,
37:42.9,-2.957269,-1.536551301,
37:42.9,-2.957269,-1.53294522,
37:42.9,-2.954191717,-1.527175489,
37:42.9,-2.954191717,-1.534387652,
37:42.9,-2.954191717,-1.528617922,
37:42.9,-2.954191717,-1.529699746,
37:42.9,-2.954191717,-1.530781571,
37:42.9,-2.954191717,-1.525372449,
37:42.9,-2.957269,-1.534027044,
37:42.9,-2.957269,-1.536911909,
37:42.9,-2.960346283,-1.531142179,
37:42.9,-2.960346283,-1.533666436,
37:42.9,-2.954191717,-1.52897853,
37:42.9,-2.954191717,-1.533305828,
37:42.9,-2.951114434,-1.528617922,
37:42.9,-2.951114434,-1.528257314,
37:42.9,-2.954191717,-1.52897853,
37:42.9,-2.954191717,-1.532584611,
37:42.9,-2.957269,-1.531863395,
37:42.9,-2.957269,-1.535108868,
37:42.9,-2.957269,-1.537272517,
37:42.9,-2.957269,-1.535108868,
37:42.9,-2.957269,-1.535108868,
37:42.9,-2.957269,-1.529339138,
37:42.9,-2.954191717,-1.531502787,
37:42.9,-2.954191717,-1.532224003,
37:42.9,-2.954191717,-1.531142179,
37:42.9,-2.954191717,-1.524651232,
37:42.9,-2.957269,-1.52501184,
37:42.9,-2.957269,-1.5232088,
37:42.9,-2.957269,-1.52897853,
37:42.9,-2.957269,-1.528257314,
37:42.9,-2.954191717,-1.530781571,
37:42.9,-2.954191717,-1.527536097,
37:42.9,-2.954191717,-1.520323935,
37:42.9,-2.954191717,-1.529699746,
37:42.9,-2.954191717,-1.528257314,
37:42.9,-2.954191717,-1.524651232,
37:42.9,-2.954191717,-1.528257314,
37:42.9,-2.957269,-1.527896706,
37:42.9,-2.957269,-1.52501184,
37:42.9,-2.957269,-1.527896706,
37:42.9,-2.957269,-1.530781571,
37:42.9,-2.954191717,-1.530420963,
37:42.9,-2.954191717,-1.525733057,
37:42.9,-2.951114434,-1.531502787,
37:42.9,-2.951114434,-1.53294522,
37:43.0,-2.954191717,-1.533305828,
37:43.0,-2.954191717,-1.52897853,
37:43.0,-2.954191717,-1.531142179,
37:43.0,-2.954191717,-1.537272517,
37:43.0,-2.957269,-1.53294522,
37:43.0,-2.957269,-1.53871495,
37:43.0,-2.960346283,-1.536551301,
37:43.0,-2.960346283,-1.532224003,
37:43.0,-2.960346283,-1.530420963,
37:43.0,-2.960346283,-1.53474826,
37:43.0,-2.954191717,-1.534387652,
37:43.0,-2.954191717,-1.530420963,
37:43.0,-2.954191717,-1.531863395,
37:43.0,-2.954191717,-1.538354342,
37:43.0,-2.960346283,-1.538354342,
37:43.0,-2.960346283,-1.53474826,
37:43.0,-2.960346283,-1.530420963,
37:43.0,-2.960346283,-1.528257314,
37:43.0,-2.957269,-1.533305828,
37:43.0,-2.957269,-1.531863395,
37:43.0,-2.960346283,-1.533305828,
37:43.0,-2.960346283,-1.528257314,
37:43.0,-2.960346283,-1.53294522,
37:43.0,-2.960346283,-1.531863395,
37:43.0,-2.960346283,-1.532584611,
37:43.0,-2.960346283,-1.531863395,
37:43.0,-2.951114434,-1.531863395,
37:43.0,-2.951114434,-1.529699746,
37:43.0,-2.951114434,-1.533666436,
37:43.0,-2.951114434,-1.539436166,
37:43.0,-2.951114434,-1.540157383,
37:43.0,-2.951114434,-1.539796774,
37:43.0,-2.951114434,-1.535469477,
37:43.0,-2.963423566,-1.539436166,
37:43.0,-2.963423566,-1.539436166,
37:43.0,-2.963423566,-1.543763464,
37:43.0,-2.963423566,-1.543402856,
37:43.0,-2.957269,-1.54268164,
37:43.0,-2.957269,-1.540517991,
37:43.0,-2.957269,-1.548090762,
37:43.0,-2.957269,-1.547730154,
37:43.0,-2.960346283,-1.545927113,
37:43.0,-2.960346283,-1.547008937,
37:43.0,-2.960346283,-1.545205897,
37:43.0,-2.960346283,-1.543402856,
37:43.0,-2.960346283,-1.548090762,
37:43.0,-2.960346283,-1.541599815,
37:43.0,-2.954191717,-1.547008937,
37:43.0,-2.954191717,-1.542321031,
37:43.0,-2.951114434,-1.542321031,
37:43.0,-2.951114434,-1.540157383,
37:43.1,-2.957269,-1.540517991,
37:43.1,-2.957269,-1.541960423,
37:43.1,-2.963423566,-1.537272517,
37:43.1,-2.963423566,-1.541239207,
37:43.1,-2.960346283,-1.529339138,
37:43.1,-2.960346283,-1.531863395,
37:43.1,-2.951114434,-1.530060354,
37:43.1,-2.951114434,-1.531502787,
37:43.1,-2.948037151,-1.53474826,
37:43.1,-2.948037151,-1.534027044,
37:43.1,-2.951114434,-1.534027044,
37:43.1,-2.951114434,-1.530781571,
37:43.1,-2.957269,-1.527536097,
37:43.1,-2.957269,-1.530060354,
37:43.1,-2.957269,-1.530781571,
37:43.1,-2.957269,-1.528617922,
37:43.1,-2.954191717,-1.531502787,
37:43.1,-2.954191717,-1.533666436,
37:43.1,-2.954191717,-1.51924211,
37:43.1,-2.951114434,-1.524651232,
37:43.1,-2.951114434,-1.5232088,
37:43.1,-2.954191717,-1.522848192,
37:43.1,-2.954191717,-1.524290624,
37:43.1,-2.957269,-1.526814881,
37:43.1,-2.957269,-1.52897853,
37:43.1,-2.957269,-1.524290624,
37:43.1,-2.957269,-1.531863395,
37:43.1,-2.954191717,-1.526093665,
37:43.1,-2.954191717,-1.521405759,
37:43.1,-2.954191717,-1.52897853,
37:43.1,-2.954191717,-1.527896706,
37:43.1,-2.957269,-1.530420963,
37:43.1,-2.957269,-1.52501184,
37:43.1,-2.960346283,-1.53294522,
37:43.1,-2.960346283,-1.53474826,
37:43.1,-2.957269,-1.533305828,
37:43.1,-2.957269,-1.523569408,
37:43.1,-2.954191717,-1.520323935,
37:43.1,-2.954191717,-1.520684543,
37:43.1,-2.954191717,-1.515636029,
37:43.1,-2.954191717,-1.515996637,
37:43.1,-2.954191717,-1.513832988,
37:43.1,-2.954191717,-1.511669339,
37:43.1,-2.960346283,-1.510948123,
37:43.1,-2.960346283,-1.512751164,
37:43.1,-2.963423566,-1.514193596,
37:43.1,-2.963423566,-1.515275421,
37:43.1,-2.960346283,-1.519963326,
37:43.1,-2.960346283,-1.517078461,
37:43.1,-2.951114434,-1.508784474,
37:43.1,-2.951114434,-1.517439069,
37:43.2,-2.954191717,-1.517799678,
37:43.2,-2.954191717,-1.508063258,
37:43.2,-2.957269,-1.515636029,
37:43.2,-2.957269,-1.510226907,
37:43.2,-2.954191717,-1.513111772,
37:43.2,-2.954191717,-1.518520894,
37:43.2,-2.954191717,-1.510587515,
37:43.2,-2.951114434,-1.513111772,
37:43.2,-2.951114434,-1.512751164,
37:43.2,-2.951114434,-1.513111772,
37:43.2,-2.951114434,-1.514554204,
37:43.2,-2.951114434,-1.513832988,
37:43.2,-2.951114434,-1.516717853,
37:43.2,-2.954191717,-1.513832988,
37:43.2,-2.954191717,-1.516357245,
37:43.2,-2.954191717,-1.510587515,
37:43.2,-2.954191717,-1.518881502,
37:43.2,-2.951114434,-1.521405759,
37:43.2,-2.951114434,-1.528257314,
37:43.2,-2.951114434,-1.529339138,
37:43.2,-2.951114434,-1.525733057,
37:43.2,-2.954191717,-1.526093665,
37:43.2,-2.954191717,-1.526454273,
37:43.2,-2.954191717,-1.521045151,
37:43.2,-2.954191717,-1.517439069,
37:43.2,-2.954191717,-1.521405759,
37:43.2,-2.954191717,-1.522848192,
37:43.2,-2.951114434,-1.522848192,
37:43.2,-2.951114434,-1.522848192,
37:43.2,-2.938805302,-1.517078461,
37:43.2,-2.938805302,-1.511669339,
37:43.2,-2.944959868,-1.521405759,
37:43.2,-2.944959868,-1.514193596,
37:43.2,-2.957269,-1.510226907,
37:43.2,-2.957269,-1.515996637,
37:43.2,-2.951114434,-1.519963326,
37:43.2,-2.951114434,-1.512029947,
37:43.2,-2.944959868,-1.517439069,
37:43.2,-2.944959868,-1.512751164,
37:43.2,-2.948037151,-1.515996637,
37:43.2,-2.948037151,-1.517799678,
37:43.2,-2.951114434,-1.517439069,
37:43.2,-2.951114434,-1.513832988,
37:43.2,-2.944959868,-1.514193596,
37:43.2,-2.944959868,-1.510587515,
37:43.2,-2.941882585,-1.505899609,
37:43.2,-2.941882585,-1.514193596,
37:43.2,-2.941882585,-1.505539001,
37:43.2,-2.938805302,-1.513111772,
37:43.2,-2.938805302,-1.515636029,
37:43.2,-2.938805302,-1.508423866,
37:43.2,-2.938805302,-1.505899609,
37:43.3,-2.941882585,-1.510226907,
37:43.3,-2.941882585,-1.508423866,
37:43.3,-2.944959868,-1.508063258,
37:43.3,-2.944959868,-1.505539001,
37:43.3,-2.938805302,-1.500490487,
37:43.3,-2.938805302,-1.500851095,
37:43.3,-2.935728019,-1.512751164,
37:43.3,-2.935728019,-1.513832988,
37:43.3,-2.935728019,-1.511669339,
37:43.3,-2.935728019,-1.51347238,
37:43.3,-2.941882585,-1.512390555,
37:43.3,-2.941882585,-1.521045151,
37:43.3,-2.944959868,-1.517799678,
37:43.3,-2.944959868,-1.520684543,
37:43.3,-2.938805302,-1.52501184,
37:43.3,-2.938805302,-1.519963326,
37:43.3,-2.932650736,-1.514914812,
37:43.3,-2.932650736,-1.516717853,
37:43.3,-2.935728019,-1.514914812,
37:43.3,-2.935728019,-1.515636029,
37:43.3,-2.938805302,-1.512751164,
37:43.3,-2.938805302,-1.515996637,
37:43.3,-2.938805302,-1.517078461,
37:43.3,-2.938805302,-1.51924211,
37:43.3,-2.935728019,-1.524290624,
37:43.3,-2.935728019,-1.527536097,
37:43.3,-2.929573453,-1.520684543,
37:43.3,-2.929573453,-1.514914812,
37:43.3,-2.92649617,-1.512029947,
37:43.3,-2.92649617,-1.526814881,
37:43.3,-2.932650736,-1.523569408,
37:43.3,-2.932650736,-1.521405759,
37:43.3,-2.941882585,-1.53294522,
37:43.3,-2.941882585,-1.52501184,
37:43.3,-2.941882585,-1.521405759,
37:43.3,-2.944959868,-1.528257314,
37:43.3,-2.944959868,-1.531502787,
37:43.3,-2.941882585,-1.535830085,
37:43.3,-2.941882585,-1.543402856,
37:43.3,-2.938805302,-1.536551301,
37:43.3,-2.938805302,-1.539075558,
37:43.3,-2.935728019,-1.535830085,
37:43.3,-2.935728019,-1.536551301,
37:43.3,-2.938805302,-1.533666436,
37:43.3,-2.938805302,-1.535469477,
37:43.3,-2.932650736,-1.538354342,
37:43.3,-2.932650736,-1.538354342,
37:43.3,-2.935728019,-1.546648329,
37:43.3,-2.935728019,-1.543402856,
37:43.3,-2.935728019,-1.548090762,
37:43.4,-2.935728019,-1.549172586,
37:43.4,-2.944959868,-1.549172586,
37:43.4,-2.944959868,-1.541960423,
37:43.4,-2.944959868,-1.540878599,
37:43.4,-2.944959868,-1.541599815,
37:43.4,-2.941882585,-1.545205897,
37:43.4,-2.941882585,-1.544124072,
37:43.4,-2.938805302,-1.54845137,
37:43.4,-2.938805302,-1.547008937,
37:43.4,-2.938805302,-1.561072655,
37:43.4,-2.938805302,-1.555663533,
37:43.4,-2.941882585,-1.553499884,
37:43.4,-2.941882585,-1.551336235,
37:43.4,-2.941882585,-1.550615019,
37:43.4,-2.941882585,-1.544845288,
37:43.4,-2.941882585,-1.554581708,
37:43.4,-2.941882585,-1.555302925,
37:43.4,-2.935728019,-1.543763464,
37:43.4,-2.935728019,-1.547730154,
37:43.4,-2.935728019,-1.545205897,
37:43.4,-2.935728019,-1.547730154,
37:43.4,-2.938805302,-1.545927113,
37:43.4,-2.938805302,-1.547008937,
37:43.4,-2.938805302,-1.547008937,
37:43.4,-2.941882585,-1.547369545,
37:43.4,-2.941882585,-1.556024141,
37:43.4,-2.944959868,-1.559630222,
37:43.4,-2.944959868,-1.556384749,
37:43.4,-2.938805302,-1.554942316,
37:43.4,-2.938805302,-1.563596912,
37:43.4,-2.938805302,-1.556745357,
37:43.4,-2.938805302,-1.556745357,
37:43.4,-2.938805302,-1.552418059,
37:43.4,-2.938805302,-1.553860492,
37:43.4,-2.941882585,-1.548811978,
37:43.4,-2.941882585,-1.547369545,
37:43.4,-2.941882585,-1.54268164,
37:43.4,-2.941882585,-1.541239207,
37:43.4,-2.938805302,-1.543402856,
37:43.4,-2.938805302,-1.543042248,
37:43.4,-2.932650736,-1.541239207,
37:43.4,-2.932650736,-1.536911909,
37:43.4,-2.929573453,-1.53871495,
37:43.4,-2.929573453,-1.539436166,
37:43.4,-2.935728019,-1.53871495,
37:43.4,-2.935728019,-1.539796774,
37:43.4,-2.935728019,-1.533305828,
37:43.4,-2.935728019,-1.535108868,
37:43.4,-2.938805302,-1.537633125,
37:43.4,-2.938805302,-1.536911909,
37:43.4,-2.938805302,-1.539436166,
37:43.4,-2.938805302,-1.537633125,
37:43.5,-2.932650736,-1.53474826,
37:43.5,-2.932650736,-1.539075558,
37:43.5,-2.935728019,-1.534387652,
37:43.5,-2.935728019,-1.529339138,
37:43.5,-2.941882585,-1.53294522,
37:43.5,-2.941882585,-1.537993734,
37:43.5,-2.941882585,-1.533305828,
37:43.5,-2.941882585,-1.532224003,
37:43.5,-2.938805302,-1.527536097,
37:43.5,-2.938805302,-1.531502787,
37:43.5,-2.938805302,-1.537993734,
37:43.5,-2.938805302,-1.537633125,
37:43.5,-2.938805302,-1.531863395,
37:43.5,-2.935728019,-1.533666436,
37:43.5,-2.935728019,-1.534387652,
37:43.5,-2.935728019,-1.536190693,
37:43.5,-2.935728019,-1.533666436,
37:43.5,-2.935728019,-1.532224003,
37:43.5,-2.935728019,-1.530420963,
37:43.5,-2.938805302,-1.539436166,
37:43.5,-2.938805302,-1.543763464,
37:43.5,-2.938805302,-1.54268164,
37:43.5,-2.938805302,-1.536190693,
37:43.5,-2.941882585,-1.537272517,
37:43.5,-2.941882585,-1.531863395,
37:43.5,-2.941882585,-1.532584611,
37:43.5,-2.941882585,-1.531502787,
37:43.5,-2.938805302,-1.526093665,
37:43.5,-2.938805302,-1.529699746,
37:43.5,-2.935728019,-1.53294522,
37:43.5,-2.935728019,-1.530420963,
37:43.5,-2.938805302,-1.524290624,
37:43.5,-2.938805302,-1.526454273,
37:43.5,-2.938805302,-1.534387652,
37:43.5,-2.938805302,-1.545927113,
37:43.5,-2.932650736,-1.539075558,
37:43.5,-2.932650736,-1.539796774,
37:43.5,-2.92649617,-1.543042248,
37:43.5,-2.92649617,-1.542321031,
37:43.5,-2.929573453,-1.540517991,
37:43.5,-2.929573453,-1.543763464,
37:43.5,-2.938805302,-1.550254411,
37:43.5,-2.938805302,-1.549172586,
37:43.5,-2.938805302,-1.550975627,
37:43.5,-2.938805302,-1.555302925,
37:43.5,-2.932650736,-1.549893802,
37:43.5,-2.932650736,-1.544845288,
37:43.5,-2.929573453,-1.541960423,
37:43.5,-2.929573453,-1.528257314,
37:43.5,-2.932650736,-1.523930016,
37:43.5,-2.932650736,-1.520323935,
37:43.6,-2.932650736,-1.511669339,
37:43.6,-2.932650736,-1.495802581,
37:43.6,-2.932650736,-1.479575214,
37:43.6,-2.941882585,-1.453972036,
37:43.6,-2.941882585,-1.437023453,
37:43.6,-2.944959868,-1.420435479,
37:43.6,-2.944959868,-1.400241423,
37:43.6,-2.938805302,-1.367426082,
37:43.6,-2.938805302,-1.351919931,
37:43.6,-2.935728019,-1.336774389,
37:43.6,-2.935728019,-1.312613644,
37:43.6,-2.935728019,-1.294943845,
37:43.6,-2.935728019,-1.285207425,
37:43.6,-2.935728019,-1.267537626,
37:43.6,-2.935728019,-1.264652761,
37:43.6,-2.932650736,-1.253473908,
37:43.6,-2.932650736,-1.256358773,
37:43.6,-2.932650736,-1.255998165,
37:43.6,-2.932650736,-1.256719381,
37:43.6,-2.932650736,-1.262128504,
37:43.6,-2.932650736,-1.27258614,
37:43.6,-2.932650736,-1.295304453,
37:43.6,-2.932650736,-1.338938038,
37:43.6,-2.932650736,-1.368507906,
37:43.6,-2.932650736,-1.396995949,
37:43.6,-2.932650736,-1.437023453,
37:43.6,-2.932650736,-1.468396362,
37:43.6,-2.932650736,-1.511308731,
37:43.6,-2.932650736,-1.54268164,
37:43.6,-2.929573453,-1.587036441,
37:43.6,-2.929573453,-1.630670027,
37:43.6,-2.929573453,-1.657355029,
37:43.6,-2.929573453,-1.689809762,
37:43.6,-2.929573453,-1.702791655,
37:43.6,-2.929573453,-1.721903887,
37:43.6,-2.929573453,-1.733082739,
37:43.6,-2.929573453,-1.742458551,
37:43.6,-2.929573453,-1.741376727,
37:43.6,-2.929573453,-1.739934294,
37:43.6,-2.929573453,-1.742097943,
37:43.6,-2.929573453,-1.730197874,
37:43.6,-2.929573453,-1.719019022,
37:43.6,-2.929573453,-1.712528075,
37:43.6,-2.929573453,-1.701709831,
37:43.6,-2.929573453,-1.689449154,
37:43.6,-2.929573453,-1.684761248,
37:43.6,-2.929573453,-1.673582396,
37:43.6,-2.929573453,-1.659518678,
37:43.6,-2.92649617,-1.651945907,
37:43.6,-2.92649617,-1.637160973,
37:43.6,-2.92649617,-1.632833675,
37:43.7,-2.92649617,-1.628866986,
37:43.7,-2.92649617,-1.620933607,
37:43.7,-2.92649617,-1.611918403,
37:43.7,-2.923418887,-1.603985024,
37:43.7,-2.923418887,-1.590642523,
37:43.7,-2.920341604,-1.581266711,
37:43.7,-2.920341604,-1.574415156,
37:43.7,-2.920341604,-1.567202993,
37:43.7,-2.920341604,-1.567563601,
37:43.7,-2.923418887,-1.562875696,
37:43.7,-2.923418887,-1.554581708,
37:43.7,-2.923418887,-1.549533194,
37:43.7,-2.923418887,-1.54268164,
37:43.7,-2.920341604,-1.535108868,
37:43.7,-2.920341604,-1.539796774,
37:43.7,-2.923418887,-1.536551301,
37:43.7,-2.923418887,-1.527175489,
37:43.7,-2.923418887,-1.526454273,
37:43.7,-2.923418887,-1.53294522,
37:43.7,-2.923418887,-1.529339138,
37:43.7,-2.923418887,-1.530781571,
37:43.7,-2.917264321,-1.535108868,
37:43.7,-2.917264321,-1.533666436,
37:43.7,-2.917264321,-1.531863395,
37:43.7,-2.917264321,-1.537993734,
37:43.7,-2.920341604,-1.545205897,
37:43.7,-2.920341604,-1.544124072,
37:43.7,-2.917264321,-1.549533194,
37:43.7,-2.917264321,-1.546287721,
37:43.7,-2.917264321,-1.548090762,
37:43.7,-2.917264321,-1.550615019,
37:43.7,-2.917264321,-1.551336235,
37:43.7,-2.917264321,-1.549533194,
37:43.7,-2.917264321,-1.554942316,
37:43.7,-2.914187038,-1.549893802,
37:43.7,-2.914187038,-1.550975627,
37:43.7,-2.911109755,-1.546648329,
37:43.7,-2.911109755,-1.54448468,
